series_code,series_name,variant,n_obs,var_omega,acf1,acf2,window,lags,no_model_share,mean_cond,median_cond,sign_stability_x,sign_stability_lag1,mean_r2
36,"Забор, очистка и распределдение",adj_smoothed,156.0,2.0292982664835796e-05,0.9903680176794268,0.9662120129675753,24,3,0.0,62.4742385385602,56.341199463163115,1.0,1.0,0.9403177820140807
36,"Забор, очистка и распределдение",adj_unsmoothed,156.0,0.00018886679902245767,0.9145137489694932,0.8756666991915728,24,3,0.0,3.155705001068538,2.7208802210231644,1.0,0.6165413533834586,0.3874452745805316
36,"Забор, очистка и распределдение",raw,156.0,0.0010887349843501396,0.6405823721717296,0.5287304875834469,24,3,0.0,1.9426069796769436,1.8134169705825474,1.0,0.7819548872180451,0.4242935334427955
37,Сбор и обработка сточных вод,adj_smoothed,156.0,0.00011321218540032499,0.99279100847159,0.9746539766720687,24,3,0.0,56.15030358759256,51.01300376961267,1.0,1.0,0.9613198983590848
37,Сбор и обработка сточных вод,adj_unsmoothed,156.0,0.0007085267097447574,0.9556899748045579,0.9262188897489961,24,3,0.0,3.3333083471997136,3.155419672692968,0.9924812030075187,0.5338345864661654,0.30451614834348695
37,Сбор и обработка сточных вод,raw,156.0,0.002458786991811108,0.8526794771606458,0.7860337874224427,24,3,0.0,2.317739849755425,2.247932079738667,1.0,0.5037593984962406,0.4012679659918426
38,"Сбор, обработка и утилизация от",adj_smoothed,156.0,0.0007707826257363992,0.9947115566830336,0.9810200615321465,24,3,0.0,68.06622966024156,64.4925336825912,1.0,1.0,0.9573273582108036
38,"Сбор, обработка и утилизация от",adj_unsmoothed,156.0,0.003496820348703529,0.9712132538840434,0.9536847204570862,24,3,0.0,5.422238686195492,4.840783298713892,0.8947368421052632,0.6240601503759399,0.2773573233122318
38,"Сбор, обработка и утилизация от",raw,156.0,0.017391751702498456,0.873562687824126,0.8140720727472891,24,3,0.0,2.862799506282561,2.723224587034504,0.9548872180451128,0.6390977443609023,0.3795477678674586
39,Предоставление услуг в области,adj_smoothed,156.0,0.003111256825756824,0.9795705534228623,0.9445281350080659,24,3,0.0,51.51882698195301,48.14982404271091,1.0,1.0,0.9478907785326175
39,Предоставление услуг в области,adj_unsmoothed,156.0,0.019222119717973628,0.8922543806580346,0.8633848274914925,24,3,0.0,2.8902490705834927,2.3477226890638505,0.9548872180451128,0.7819548872180451,0.3525447519757047
39,Предоставление услуг в области,raw,156.0,0.03766244562513948,0.784551948769624,0.6662721575036785,24,3,0.0,2.383677733778095,2.25092593688537,0.9774436090225563,0.7142857142857143,0.37019742299331276
B,Добыча полезных ископаемых,adj_smoothed,156.0,4.8126536729622586e-05,0.9882061279439696,0.9572981241606078,24,3,0.0,89.56804620978019,73.08245497349318,1.0,1.0,0.9534918480913978
B,Добыча полезных ископаемых,adj_unsmoothed,156.0,0.00020980539298604662,0.9487058868843637,0.8952694361004514,24,3,0.0,6.469689870806253,4.8788588733198885,0.7669172932330827,0.5639097744360902,0.32313938846874546
B,Добыча полезных ископаемых,raw,156.0,0.002447556230201917,0.6358113767968772,0.6309440524192739,24,3,0.0,1.8376995645559107,1.4694549559885015,1.0,0.6766917293233082,0.5050810796751398
C,Обрабатывающие производства,adj_smoothed,156.0,4.251740942765119e-05,0.9981280181959542,0.9932437931982414,24,3,0.0,93.71996744594891,74.14136636960677,1.0,1.0,0.9455309454249773
C,Обрабатывающие производства,adj_unsmoothed,156.0,0.00039257843133856007,0.9835732198530301,0.9771638512876268,24,3,0.0,3.743643002126799,3.5501586151209454,0.9849624060150376,0.7744360902255639,0.40552213262639036
C,Обрабатывающие производства,raw,156.0,0.007234375547181463,0.7656406520455026,0.6802566559227713,24,3,0.0,1.7731157533474038,1.7087619332726327,1.0,0.849624060150376,0.45294880715015906
D,Обеспечение электрической энерги,adj_smoothed,156.0,0.00010559920993876672,0.9523205402393035,0.8356027489030879,24,3,0.0,39.59933619641644,34.880441986309364,1.0,1.0,0.9592634382348034
D,Обеспечение электрической энерги,adj_unsmoothed,156.0,0.0009553871576815205,0.6849631696513437,0.5611354140662635,24,3,0.0,2.4242561712795676,2.266744888022343,0.9924812030075187,0.5338345864661654,0.41929681474618474
D,Обеспечение электрической энерги,raw,156.0,0.03131657276331569,0.8403551796584408,0.47909652064065744,24,3,0.0,11.507295852020727,10.859683693281976,0.8796992481203008,0.5488721804511278,0.8131648592062235
E,"Водоснабжение, водоотведение...",adj_smoothed,156.0,0.00011969284782091324,0.9913146877619226,0.9691696076146079,24,3,0.0,63.04436793442485,54.050448132190624,1.0,1.0,0.961806578724395
