start,end,model_name,valid,a,k,alpha,segment,model,case,regime,method,observation,R2,g,q,gamma
88,113,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
89,114,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
90,115,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
91,116,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
92,117,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
93,118,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
94,119,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
95,120,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
96,121,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
97,122,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
98,123,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
99,124,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
100,125,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
101,126,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
102,127,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
103,128,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
104,129,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
105,130,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
106,131,base,False,-0.0,,0.0,middle,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
107,132,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
108,133,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
109,134,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
110,135,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
111,136,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
112,137,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
113,138,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
114,139,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
115,140,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
116,141,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
117,142,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
118,143,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
119,144,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
120,145,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
121,146,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
122,147,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
123,148,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
124,149,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
125,150,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
126,151,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
127,152,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
128,153,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
129,154,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
130,155,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
131,156,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
132,157,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
133,158,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
134,159,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
135,160,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
136,161,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
137,162,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
138,163,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
139,164,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
140,165,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
141,166,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
142,167,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
143,168,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
144,169,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
145,170,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
146,171,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
147,172,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
148,173,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
149,174,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
150,175,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
151,176,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
152,177,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
153,178,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
154,179,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
155,180,base,False,-0.0,,0.0,late,base,base_a_0_8,устойчивое насыщение,regression,clean,,,,
0,3,base,True,386.2237238975274,0.002198946556903183,0.8492853278587935,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
1,4,base,True,11.788992420674996,0.0662894807082598,0.781486185640156,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
2,5,base,False,-150.07599116291152,-0.004859772492210597,0.7293351735947581,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
3,6,base,True,75.70127542684551,0.011342598573791085,0.858649178690704,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
4,7,base,False,-70.0215554238821,-0.010098888602044874,0.7071398879676964,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
5,8,base,False,-4.629031569695174,-0.17890495140027202,0.82815666800664,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
6,9,base,True,39.523015636318576,0.024750969393539435,0.9782329503549015,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
7,10,base,False,-12.258594947431732,-0.053325043003288955,0.6536901027316978,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
8,11,base,False,-4.4212044490932465,-0.16708007874392528,0.7386951874974924,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
9,12,base,True,3.5732745411604045,0.25008250173024454,0.8936134366223856,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
10,13,base,True,0.9473095140554664,0.8453181192355532,0.8007778967553127,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
11,14,base,True,1.3723219670374365,0.6028703025911325,0.8273321595203175,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
12,15,base,False,-0.0435209770943896,-15.47002823554079,0.6732707444885311,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
13,16,base,True,0.8381414469107087,0.9953591858331957,0.8342517882100996,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
14,17,base,True,1.217113177989588,0.7810159599592091,0.950584817086542,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
15,18,base,True,0.4600198550820861,1.2697051524790446,0.5840895802403882,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
16,19,base,True,1.0494731024890542,0.9267099181310385,0.9725571328883584,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
17,20,base,True,0.4940690829321751,1.0195001612209056,0.5037035097036175,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
18,21,base,True,1.135798936410202,0.961753510372665,1.092358614170051,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
19,22,base,True,18.018780883887917,0.9634973407194982,17.361047464633337,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
20,23,base,True,1.6432142511672967,0.9826278217037625,1.6146680402171,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
21,24,base,True,2.5747679750429375,0.987045674830833,2.541413593459074,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
22,25,base,True,1.1001721664808368,1.0033553717802395,1.1038636531216515,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
23,26,base,False,-2.002136503960994,1.0065560131016278,-2.0152625371122097,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
24,27,base,False,-5.631477939595567,1.004351991796769,-5.655986085392372,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
25,28,base,True,1.8934509288485504,0.9722231253259479,1.8408567796964566,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
26,29,base,True,0.7948816696755953,1.0016783387051502,0.7962157503478263,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
27,30,base,True,0.6782568934018155,1.0038095278350547,0.6808407319165475,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
28,31,base,True,10.986009946860891,0.9993254974774828,10.978599855439334,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
29,32,base,True,1.6540790400906695,0.982720358305011,1.6254971469427115,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
30,33,base,True,1.514134811671847,0.9839089050240158,1.4897707246107914,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
31,34,base,True,1.353998784327656,0.9831305138464435,1.3311575205835082,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
32,35,base,False,-10.41040294660763,0.980293336277395,-10.205248636522018,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
33,36,base,True,1.9946444749057324,1.0030558965239744,2.0007399020231618,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
34,37,base,True,1.395947831853151,0.9951692841398186,1.3892044045218324,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
35,38,base,False,-0.18778512922857668,0.9007934675884184,-0.16915561771934884,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
36,39,base,True,2.5649873219569095,1.0065651773286313,2.5818269185712475,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
37,40,base,True,1.304466715904705,0.9956652123287971,1.2988121296671067,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
38,41,base,True,0.5366103886657266,1.0060672280696208,0.5398661262782894,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
39,42,base,True,1.2122646370514891,1.001441916591532,1.2140126215449814,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
40,43,base,False,-26.210620851532813,1.002247329461363,-26.269524751973076,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
41,44,base,True,2.033484015307957,0.9887622779284836,2.010632287107055,early,base,base_a_0_8,устойчивое насыщение,direct,noisy,,,,
